text,author
"The genius that enlightened her countenance, was now united to an expression of benevolence, which gave divine perfection to her beauty.",MWS
"As I began my request the wrinkled satyr like face lost the bored placidity it had possessed during the playing, and seemed to shew the same curious mixture of anger and fright which I had noticed when first I accosted the old man.",HPL
"Ever since his son had commenced to grow out of infancy he had liked his home less and less, till at last he had seemed to dread it.",HPL
"Agatha fainted, and Safie, unable to attend to her friend, rushed out of the cottage.",MWS
"""It was dark when I awoke; I felt cold also, and half frightened, as it were, instinctively, finding myself so desolate.",MWS
"The place was a four story mansion of brownstone, dating apparently from the late forties, and fitted with woodwork and marble whose stained and sullied splendour argued a descent from high levels of tasteful opulence.",HPL
"Anyway, they're a doubtful lot now, and the Marshes and the other rich folks are as bad as any.",HPL
"As Slater grew older, it appeared, his matutinal aberrations had gradually increased in frequency and violence; till about a month before his arrival at the institution had occurred the shocking tragedy which caused his arrest by the authorities.",HPL
"We did not know how far he had to go, and soon separated, supposing that in a short time he would return to the palace with Perdita, and that they would not be sorry to find themselves alone.",MWS
"It was after a night like this that I shocked the community with a queer conceit about the burial of the rich and celebrated Squire Brewster, a maker of local history who was interred in , and whose slate headstone, bearing a graven skull and crossbones, was slowly crumbling to powder.",HPL
"The ruins of majestic oaks which had grown, flourished, and decayed during the progress of centuries, marked where the limits of the forest once reached, while the shattered palings and neglected underwood shewed that this part was deserted for the younger plantations, which owed their birth to the beginning of the nineteenth century, and now stood in the pride of maturity.",MWS
"I could not, I decided, risk an emergence into the corridor; where my footsteps would surely be heard, and where the difficulties of entering the desired room would be insuperable.",HPL
"It was, indeed, a filthy process in which I was engaged.",MWS
"He would babble of current topics, revealing a wide acquaintance with newspapers and a great tendency to philosophise in a sententious village fashion.",HPL
"Having cast her fate upon a die, and feeling secure of winning, she, whom I have named as bearing the stamp of queen of nations on her noble brow, now rose superior to humanity, and seemed in calm power, to arrest with her finger, the wheel of destiny.",MWS
"Her person was formed in the most feminine proportions; she was not tall, but her mountain life had given freedom to her motions, so that her light step scarce made her foot fall heard as she tript across the hall to meet me.",MWS
This was the only cloud in the azure of her happiness.,MWS
Then one night his grandfather reminded him of a key.,HPL
"""You turn from me; yet before you deny me reflect, Woodville, how sweet it were to cast off the load of tears and misery under which we now labour: and surely we shall find light after we have passed the dark valley.",MWS
I shivered as the cracked stroke of three sounded from a belfry on my left.,HPL
"The landlord was in, and greeted him pleasantly.",HPL
He was too upright and noble to do aught that his conscience would not approve; I did not yet know of the crime there may be in involuntary feeling and therefore ascribed his tumultuous starts and gloomy looks wholly to the struggles of his mind and not any as they were partly due to the worst fiend of all Remorse.,MWS
"After this Martha was seated more firmly than ever on the regal seat, elevated by reverence and love.",MWS
"The latter method of obtaining the desired intelligence was dilatory and unsatisfactory; besides, I had an insurmountable aversion to the idea of engaging myself in my loathsome task in my father's house while in habits of familiar intercourse with those I loved.",MWS
"Nor did the spirit change when they tore open the earth to lay down strange pipes, or when they set up tall posts bearing weird wires.",HPL
I fulfilled my commission; I saw Karazza.,MWS
"Ay, ay,"" continued he, observing my face expressive of suffering, ""M.",MWS
